image,video,minutage
i148,v41,12.412412412412413
i149,v09,8.441775108441776
i150,v25,9.042375709042377
i151,v16,20.387053720387055
i152,v17,22.22222222222222
i153,v32,10.176843510176845
i154,v27,7.574240907574241
i155,v42,11.978645311978646
i156,v09,3.2699366032699366
i157,v05,8.208208208208209
i158,v30,11.778445111778446
i159,v45,3.4701368034701368
i160,v41,1.1344678011344678
i161,v14,0.06673340006673341
i162,v30,12.879546212879546
i163,v33,2.8361695028361695
i164,v43,18.785452118785454
i165,v50,24.357691024357692
i166,v06,6.0060060060060065
i167,v06,14.114114114114114
i168,v34,7.607607607607608
i169,v41,8.775442108775442
i170,v37,4.537871204537871
i171,v33,12.112112112112113
i172,v49,2.1688355021688355
i173,v37,4.571237904571238
i174,v50,24.357691024357692
i175,v50,24.357691024357692
i176,v32,2.5358692025358693
i177,v17,22.989656322989656
i178,v41,10.076743410076745
i179,v18,8.141474808141474
i180,v11,3.5035035035035036
i181,v16,9.743076409743077
i182,v11,3.5035035035035036
i183,v24,12.045378712045379
i184,v24,9.776443109776443
i185,v15,7.974641307974641
i186,v15,0.6006006006006006
i187,v06,4.537871204537871
i188,v32,10.143476810143477
i189,v30,6.172839506172839
i190,v50,24.357691024357692
i191,v24,12.045378712045379
i192,v40,6.306306306306307
i193,v04,4.471137804471138
i194,v48,13.446780113446781
i195,v06,1.1344678011344678
i196,v48,12.078745412078746
i197,v38,6.0060060060060065
i198,v24,2.9362696029362696
i199,v08,2.6693360026693362
i200,v16,12.712712712712714
